n(G)	e(G)	a(G)	max(e)	min(a)	max(a)
21	5	17	57	10	20
21	40	17	57	10	20
21	40	17	57	10	20
21	41	17	57	10	20
21	41	17	57	10	20
21	42	17	57	10	20
21	42	17	57	10	20
21	43	17	57	10	20
21	43	17	57	10	20
21	43	17	57	10	20
21	43	17	57	10	20
21	43	17	57	10	20
21	43	17	57	10	20
21	43	17	57	10	20
21	43	17	57	10	20
21	43	17	57	10	20
21	1	20	57	10	20
21	2	20	57	10	20
22	30	11	60	11	21
22	31	11	60	11	21
22	31	11	60	11	21
22	33	11	60	11	21
22	26	12	60	11	21
22	28	12	60	11	21
22	30	12	60	11	21
22	30	12	60	11	21
22	31	12	60	11	21
22	31	12	60	11	21
22	31	12	60	11	21
22	32	12	60	11	21
22	35	12	60	11	21
22	36	12	60	11	21
22	36	12	60	11	21
22	24	13	60	11	21
22	24	13	60	11	21
22	25	13	60	11	21
22	27	13	60	11	21
22	28	13	60	11	21
22	30	13	60	11	21
22	40	13	60	11	21
22	43	13	60	11	21
22	17	14	60	11	21
22	39	14	60	11	21
22	15	15	60	11	21
22	33	15	60	11	21
22	34	15	60	11	21
22	35	15	60	11	21
22	36	15	60	11	21
22	36	15	60	11	21
22	37	15	60	11	21
22	39	15	60	11	21
22	41	15	60	11	21
22	41	15	60	11	21
22	41	15	60	11	21
22	42	15	60	11	21
22	8	16	60	11	21
22	15	16	60	11	21
22	34	16	60	11	21
22	35	16	60	11	21
22	36	16	60	11	21
22	37	16	60	11	21
22	37	16	60	11	21
22	38	16	60	11	21
22	40	16	60	11	21
22	40	16	60	11	21
22	40	16	60	11	21
22	41	16	60	11	21
22	41	16	60	11	21
22	42	16	60	11	21
22	42	16	60	11	21
22	42	16	60	11	21
22	43	16	60	11	21
22	44	16	60	11	21
22	6	17	60	11	21
22	36	17	60	11	21
22	39	17	60	11	21
22	40	17	60	11	21
22	41	17	60	11	21
22	41	17	60	11	21
22	41	17	60	11	21
22	41	17	60	11	21
22	41	17	60	11	21
22	42	17	60	11	21
22	42	17	60	11	21
22	43	17	60	11	21
22	43	17	60	11	21
22	44	17	60	11	21
22	44	17	60	11	21
22	44	17	60	11	21
22	44	17	60	11	21
22	46	17	60	11	21
22	46	17	60	11	21
22	41	18	60	11	21
22	43	18	60	11	21
22	43	18	60	11	21
22	43	18	60	11	21
22	43	18	60	11	21
22	44	18	60	11	21
22	44	18	60	11	21
22	44	18	60	11	21
22	44	18	60	11	21
22	44	18	60	11	21
22	45	18	60	11	21
22	45	18	60	11	21
22	45	18	60	11	21
22	45	18	60	11	21
22	45	18	60	11	21
22	45	18	60	11	21
22	45	18	60	11	21
22	45	18	60	11	21
22	45	18	60	11	21
22	45	18	60	11	21
22	45	18	60	11	21
22	45	18	60	11	21
22	45	18	60	11	21
22	4	19	60	11	21
22	2	20	60	11	21
22	1	21	60	11	21
23	38	10	63	10	19
23	32	11	63	10	19
23	40	11	63	10	19
23	27	12	63	10	19
23	31	12	63	10	19
23	32	12	63	10	19
23	32	12	63	10	19
23	32	12	63	10	19
23	33	12	63	10	19
23	33	12	63	10	19
23	34	12	63	10	19
23	38	12	63	10	19
23	38	12	63	10	19
23	27	13	63	10	19
23	30	13	63	10	19
23	30	13	63	10	19
23	31	13	63	10	19
23	32	13	63	10	19
23	32	13	63	10	19
23	32	13	63	10	19
23	33	13	63	10	19
23	34	13	63	10	19
23	39	13	63	10	19
23	21	14	63	10	19
23	31	14	63	10	19
23	33	14	63	10	19
23	35	14	63	10	19
23	19	15	63	10	19
23	36	15	63	10	19
23	38	15	63	10	19
23	40	15	63	10	19
23	36	16	63	10	19
23	39	16	63	10	19
23	39	16	63	10	19
23	39	16	63	10	19
23	40	16	63	10	19
23	40	16	63	10	19
23	40	16	63	10	19
23	41	16	63	10	19
23	42	16	63	10	19
23	42	16	63	10	19
23	34	17	63	10	19
23	37	17	63	10	19
23	37	17	63	10	19
23	37	17	63	10	19
23	37	17	63	10	19
23	38	17	63	10	19
23	39	17	63	10	19
23	39	17	63	10	19
23	40	17	63	10	19
23	40	17	63	10	19
23	41	17	63	10	19
23	41	17	63	10	19
23	42	17	63	10	19
23	42	17	63	10	19
23	43	17	63	10	19
23	43	17	63	10	19
23	43	17	63	10	19
23	45	17	63	10	19
23	40	18	63	10	19
23	42	18	63	10	19
23	42	18	63	10	19
23	42	18	63	10	19
23	43	18	63	10	19
23	43	18	63	10	19
23	44	18	63	10	19
23	44	18	63	10	19
23	44	18	63	10	19
23	44	18	63	10	19
23	44	18	63	10	19
23	44	18	63	10	19
23	44	18	63	10	19
23	45	18	63	10	19
23	45	18	63	10	19
23	45	18	63	10	19
23	45	18	63	10	19
23	45	18	63	10	19
23	46	18	63	10	19
23	46	18	63	10	19
23	46	18	63	10	19
23	46	18	63	10	19
23	46	18	63	10	19
23	47	18	63	10	19
23	5	19	63	10	19
23	44	19	63	10	19
23	44	19	63	10	19
23	45	19	63	10	19
23	46	19	63	10	19
23	46	19	63	10	19
23	46	19	63	10	19
23	46	19	63	10	19
23	46	19	63	10	19
23	46	19	63	10	19
23	46	19	63	10	19
23	47	19	63	10	19
23	47	19	63	10	19
23	47	19	63	10	19
23	47	19	63	10	19
23	47	19	63	10	19
23	47	19	63	10	19
24	31	11	66	11	22
24	31	12	66	11	22
24	35	12	66	11	22
24	35	12	66	11	22
24	36	12	66	11	22
24	39	12	66	11	22
24	30	13	66	11	22
24	32	13	66	11	22
24	32	13	66	11	22
24	32	13	66	11	22
24	32	13	66	11	22
24	33	13	66	11	22
24	34	13	66	11	22
24	35	13	66	11	22
24	36	13	66	11	22
24	40	13	66	11	22
24	26	14	66	11	22
24	29	14	66	11	22
24	30	14	66	11	22
24	32	14	66	11	22
24	34	14	66	11	22
24	40	14	66	11	22
24	25	15	66	11	22
24	33	15	66	11	22
24	37	15	66	11	22
24	34	16	66	11	22
24	36	16	66	11	22
24	39	16	66	11	22
24	35	17	66	11	22
24	38	17	66	11	22
24	38	17	66	11	22
24	39	17	66	11	22
24	41	17	66	11	22
24	42	17	66	11	22
24	42	17	66	11	22
24	44	17	66	11	22
24	45	17	66	11	22
24	45	17	66	11	22
24	46	17	66	11	22
24	11	18	66	11	22
24	34	18	66	11	22
24	38	18	66	11	22
24	40	18	66	11	22
24	41	18	66	11	22
24	42	18	66	11	22
24	42	18	66	11	22
24	43	18	66	11	22
24	43	18	66	11	22
24	45	18	66	11	22
24	45	18	66	11	22
24	45	18	66	11	22
24	9	19	66	11	22
24	39	19	66	11	22
24	40	19	66	11	22
24	43	19	66	11	22
24	43	19	66	11	22
24	44	19	66	11	22
24	44	19	66	11	22
24	45	19	66	11	22
24	45	19	66	11	22
24	45	19	66	11	22
24	46	19	66	11	22
24	46	19	66	11	22
24	46	19	66	11	22
24	46	19	66	11	22
24	46	19	66	11	22
24	47	19	66	11	22
24	48	19	66	11	22
24	48	19	66	11	22
24	48	19	66	11	22
24	48	19	66	11	22
24	49	19	66	11	22
24	50	19	66	11	22
24	45	20	66	11	22
24	45	20	66	11	22
24	46	20	66	11	22
24	46	20	66	11	22
24	47	20	66	11	22
24	48	20	66	11	22
24	48	20	66	11	22
24	48	20	66	11	22
24	48	20	66	11	22
24	48	20	66	11	22
24	48	20	66	11	22
24	48	20	66	11	22
24	49	20	66	11	22
24	49	20	66	11	22
24	49	20	66	11	22
24	49	20	66	11	22
24	49	20	66	11	22
24	49	20	66	11	22
24	49	20	66	11	22
24	49	20	66	11	22
24	49	20	66	11	22
24	49	20	66	11	22
24	49	20	66	11	22
24	49	20	66	11	22
24	49	20	66	11	22
24	2	22	66	11	22
24	3	22	66	11	22
25	35	12	69	12	22
25	34	13	69	12	22
25	34	13	69	12	22
25	30	14	69	12	22
25	32	14	69	12	22
25	33	14	69	12	22
25	35	14	69	12	22
25	36	14	69	12	22
25	37	14	69	12	22
25	38	14	69	12	22
25	42	14	69	12	22
25	32	15	69	12	22
25	33	15	69	12	22
25	33	15	69	12	22
25	41	15	69	12	22
25	35	16	69	12	22
25	38	16	69	12	22
25	21	17	69	12	22
25	30	17	69	12	22
25	36	17	69	12	22
25	38	17	69	12	22
25	38	17	69	12	22
25	38	17	69	12	22
25	42	17	69	12	22
25	44	17	69	12	22
25	49	17	69	12	22
25	36	18	69	12	22
25	37	18	69	12	22
25	38	18	69	12	22
25	42	18	69	12	22
25	42	18	69	12	22
25	42	18	69	12	22
25	43	18	69	12	22
25	45	18	69	12	22
25	46	18	69	12	22
25	49	18	69	12	22
25	10	19	69	12	22
25	12	19	69	12	22
25	41	19	69	12	22
25	41	19	69	12	22
25	42	19	69	12	22
25	44	19	69	12	22
25	45	19	69	12	22
25	46	19	69	12	22
25	47	19	69	12	22
25	47	19	69	12	22
25	47	19	69	12	22
25	47	19	69	12	22
25	48	19	69	12	22
25	48	19	69	12	22
25	49	19	69	12	22
25	49	19	69	12	22
25	5	20	69	12	22
25	9	20	69	12	22
25	38	20	69	12	22
25	45	20	69	12	22
25	45	20	69	12	22
25	45	20	69	12	22
25	45	20	69	12	22
25	46	20	69	12	22
25	46	20	69	12	22
25	47	20	69	12	22
25	47	20	69	12	22
25	48	20	69	12	22
25	48	20	69	12	22
25	48	20	69	12	22
25	48	20	69	12	22
25	49	20	69	12	22
25	49	20	69	12	22
25	49	20	69	12	22
25	50	20	69	12	22
25	50	20	69	12	22
25	4	21	69	12	22
25	5	21	69	12	22
25	45	21	69	12	22
25	46	21	69	12	22
25	47	21	69	12	22
25	47	21	69	12	22
25	47	21	69	12	22
25	48	21	69	12	22
25	49	21	69	12	22
25	49	21	69	12	22
25	50	21	69	12	22
25	50	21	69	12	22
25	50	21	69	12	22
25	51	21	69	12	22
25	51	21	69	12	22
25	51	21	69	12	22
25	51	21	69	12	22
25	51	21	69	12	22
25	51	21	69	12	22
25	51	21	69	12	22
25	51	21	69	12	22
25	51	21	69	12	22
25	51	21	69	12	22
25	51	21	69	12	22
25	51	21	69	12	22
25	51	21	69	12	22
25	51	21	69	12	22
25	4	22	69	12	22
26	37	12	72	12	24
26	35	13	72	12	24
26	36	13	72	12	24
26	40	13	72	12	24
26	35	14	72	12	24
26	36	14	72	12	24
26	42	14	72	12	24
26	32	15	72	12	24
26	34	15	72	12	24
26	35	15	72	12	24
26	36	15	72	12	24
26	37	15	72	12	24
26	38	15	72	12	24
26	43	15	72	12	24
26	32	16	72	12	24
26	34	16	72	12	24
26	37	16	72	12	24
26	41	16	72	12	24
26	45	16	72	12	24
26	34	17	72	12	24
26	41	17	72	12	24
26	41	17	72	12	24
26	42	17	72	12	24
26	37	18	72	12	24
26	40	18	72	12	24
26	43	18	72	12	24
26	45	18	72	12	24
26	45	18	72	12	24
26	46	18	72	12	24
26	46	18	72	12	24
26	37	19	72	12	24
26	39	19	72	12	24
26	43	19	72	12	24
26	44	19	72	12	24
26	45	19	72	12	24
26	47	19	72	12	24
26	51	19	72	12	24
26	51	19	72	12	24
26	41	20	72	12	24
26	43	20	72	12	24
26	45	20	72	12	24
26	45	20	72	12	24
26	45	20	72	12	24
26	46	20	72	12	24
26	47	20	72	12	24
26	47	20	72	12	24
26	47	20	72	12	24
26	48	20	72	12	24
26	48	20	72	12	24
26	49	20	72	12	24
26	49	20	72	12	24
26	51	20	72	12	24
26	52	20	72	12	24
26	52	20	72	12	24
26	52	20	72	12	24
26	46	21	72	12	24
26	46	21	72	12	24
26	47	21	72	12	24
26	47	21	72	12	24
26	47	21	72	12	24
26	48	21	72	12	24
26	48	21	72	12	24
26	48	21	72	12	24
26	48	21	72	12	24
26	48	21	72	12	24
26	49	21	72	12	24
26	49	21	72	12	24
26	50	21	72	12	24
26	50	21	72	12	24
26	50	21	72	12	24
26	51	21	72	12	24
26	51	21	72	12	24
26	51	21	72	12	24
26	52	21	72	12	24
26	52	21	72	12	24
26	52	21	72	12	24
26	52	21	72	12	24
26	53	21	72	12	24
26	4	22	72	12	24
26	49	22	72	12	24
26	50	22	72	12	24
26	50	22	72	12	24
26	51	22	72	12	24
26	51	22	72	12	24
26	51	22	72	12	24
26	52	22	72	12	24
26	52	22	72	12	24
26	52	22	72	12	24
26	52	22	72	12	24
26	53	22	72	12	24
26	53	22	72	12	24
26	53	22	72	12	24
26	53	22	72	12	24
26	53	22	72	12	24
26	53	22	72	12	24
26	53	22	72	12	24
26	53	22	72	12	24
26	53	22	72	12	24
26	2	24	72	12	24
26	2	24	72	12	24
27	24	14	75	14	26
27	37	14	75	14	26
27	38	14	75	14	26
27	40	14	75	14	26
27	45	14	75	14	26
27	36	15	75	14	26
27	37	15	75	14	26
27	41	15	75	14	26
27	32	16	75	14	26
27	32	16	75	14	26
27	35	16	75	14	26
27	36	16	75	14	26
27	36	16	75	14	26
27	37	16	75	14	26
27	38	16	75	14	26
27	32	17	75	14	26
27	36	17	75	14	26
27	40	17	75	14	26
27	49	17	75	14	26
27	13	18	75	14	26
27	37	18	75	14	26
27	42	18	75	14	26
27	42	18	75	14	26
27	45	18	75	14	26
27	46	18	75	14	26
27	11	19	75	14	26
27	40	19	75	14	26
27	41	19	75	14	26
27	42	19	75	14	26
27	44	19	75	14	26
27	11	20	75	14	26
27	13	20	75	14	26
27	42	20	75	14	26
27	42	20	75	14	26
27	44	20	75	14	26
27	46	20	75	14	26
27	46	20	75	14	26
27	47	20	75	14	26
27	48	20	75	14	26
27	51	20	75	14	26
27	44	21	75	14	26
27	45	21	75	14	26
27	49	21	75	14	26
27	49	21	75	14	26
27	50	21	75	14	26
27	51	21	75	14	26
27	52	21	75	14	26
27	53	21	75	14	26
27	53	21	75	14	26
27	44	22	75	14	26
27	49	22	75	14	26
27	50	22	75	14	26
27	50	22	75	14	26
27	50	22	75	14	26
27	50	22	75	14	26
27	50	22	75	14	26
27	50	22	75	14	26
27	51	22	75	14	26
27	51	22	75	14	26
27	51	22	75	14	26
27	51	22	75	14	26
27	52	22	75	14	26
27	52	22	75	14	26
27	52	22	75	14	26
27	52	22	75	14	26
27	52	22	75	14	26
27	52	22	75	14	26
27	53	22	75	14	26
27	53	22	75	14	26
27	53	22	75	14	26
27	53	22	75	14	26
27	54	22	75	14	26
27	54	22	75	14	26
27	55	22	75	14	26
27	55	22	75	14	26
27	56	22	75	14	26
27	56	22	75	14	26
27	50	23	75	14	26
27	51	23	75	14	26
27	53	23	75	14	26
27	53	23	75	14	26
27	53	23	75	14	26
27	53	23	75	14	26
27	54	23	75	14	26
27	54	23	75	14	26
27	54	23	75	14	26
27	54	23	75	14	26
27	54	23	75	14	26
27	54	23	75	14	26
27	55	23	75	14	26
27	55	23	75	14	26
27	55	23	75	14	26
27	55	23	75	14	26
27	55	23	75	14	26
27	55	23	75	14	26
27	55	23	75	14	26
27	55	23	75	14	26
27	55	23	75	14	26
27	55	23	75	14	26
27	1	26	75	14	26
28	44	14	78	14	24
28	35	15	78	14	24
28	37	15	78	14	24
28	38	15	78	14	24
28	38	15	78	14	24
28	40	15	78	14	24
28	44	15	78	14	24
28	44	15	78	14	24
28	33	16	78	14	24
28	35	16	78	14	24
28	35	16	78	14	24
28	35	16	78	14	24
28	36	16	78	14	24
28	36	16	78	14	24
28	39	16	78	14	24
28	37	17	78	14	24
28	39	17	78	14	24
28	40	17	78	14	24
28	36	18	78	14	24
28	37	18	78	14	24
28	43	18	78	14	24
28	18	19	78	14	24
28	47	19	78	14	24
28	17	20	78	14	24
28	41	20	78	14	24
28	42	20	78	14	24
28	47	20	78	14	24
28	49	20	78	14	24
28	44	21	78	14	24
28	46	21	78	14	24
28	46	21	78	14	24
28	46	21	78	14	24
28	47	21	78	14	24
28	49	21	78	14	24
28	51	21	78	14	24
28	51	21	78	14	24
28	52	21	78	14	24
28	53	21	78	14	24
28	53	21	78	14	24
28	43	22	78	14	24
28	46	22	78	14	24
28	48	22	78	14	24
28	49	22	78	14	24
28	50	22	78	14	24
28	50	22	78	14	24
28	51	22	78	14	24
28	51	22	78	14	24
28	52	22	78	14	24
28	53	22	78	14	24
28	53	22	78	14	24
28	53	22	78	14	24
28	53	22	78	14	24
28	56	22	78	14	24
28	5	23	78	14	24
28	42	23	78	14	24
28	50	23	78	14	24
28	50	23	78	14	24
28	51	23	78	14	24
28	52	23	78	14	24
28	52	23	78	14	24
28	53	23	78	14	24
28	54	23	78	14	24
28	55	23	78	14	24
28	55	23	78	14	24
28	56	23	78	14	24
28	56	23	78	14	24
28	57	23	78	14	24
28	57	23	78	14	24
28	58	23	78	14	24
28	46	24	78	14	24
28	52	24	78	14	24
28	53	24	78	14	24
28	54	24	78	14	24
28	54	24	78	14	24
28	54	24	78	14	24
28	55	24	78	14	24
28	55	24	78	14	24
28	55	24	78	14	24
28	56	24	78	14	24
28	56	24	78	14	24
28	56	24	78	14	24
28	56	24	78	14	24
28	56	24	78	14	24
28	56	24	78	14	24
28	56	24	78	14	24
28	56	24	78	14	24
28	56	24	78	14	24
28	56	24	78	14	24
28	56	24	78	14	24
28	57	24	78	14	24
28	57	24	78	14	24
28	57	24	78	14	24
28	57	24	78	14	24
28	57	24	78	14	24
28	57	24	78	14	24
28	57	24	78	14	24
28	57	24	78	14	24
28	57	24	78	14	24
28	57	24	78	14	24
28	57	24	78	14	24
29	38	14	81	14	27
29	38	15	81	14	27
29	38	15	81	14	27
29	40	15	81	14	27
29	43	15	81	14	27
29	35	16	81	14	27
29	36	16	81	14	27
29	39	16	81	14	27
29	40	16	81	14	27
29	40	16	81	14	27
29	41	16	81	14	27
29	42	16	81	14	27
29	27	17	81	14	27
29	36	17	81	14	27
29	37	17	81	14	27
29	42	17	81	14	27
29	43	17	81	14	27
29	34	18	81	14	27
29	37	18	81	14	27
29	40	18	81	14	27
29	43	19	81	14	27
29	17	20	81	14	27
29	42	20	81	14	27
29	43	20	81	14	27
29	48	20	81	14	27
29	53	20	81	14	27
29	47	21	81	14	27
29	48	21	81	14	27
29	50	21	81	14	27
29	51	21	81	14	27
29	53	21	81	14	27
29	11	22	81	14	27
29	42	22	81	14	27
29	46	22	81	14	27
29	47	22	81	14	27
29	50	22	81	14	27
29	52	22	81	14	27
29	52	22	81	14	27
29	53	22	81	14	27
29	42	23	81	14	27
29	49	23	81	14	27
29	50	23	81	14	27
29	50	23	81	14	27
29	53	23	81	14	27
29	53	23	81	14	27
29	53	23	81	14	27
29	55	23	81	14	27
29	55	23	81	14	27
29	58	23	81	14	27
29	9	24	81	14	27
29	48	24	81	14	27
29	53	24	81	14	27
29	53	24	81	14	27
29	54	24	81	14	27
29	54	24	81	14	27
29	54	24	81	14	27
29	54	24	81	14	27
29	54	24	81	14	27
29	54	24	81	14	27
29	54	24	81	14	27
29	55	24	81	14	27
29	55	24	81	14	27
29	55	24	81	14	27
29	55	24	81	14	27
29	55	24	81	14	27
29	56	24	81	14	27
29	56	24	81	14	27
29	56	24	81	14	27
29	58	24	81	14	27
29	58	24	81	14	27
29	59	24	81	14	27
29	59	24	81	14	27
29	60	24	81	14	27
29	60	24	81	14	27
29	55	25	81	14	27
29	55	25	81	14	27
29	56	25	81	14	27
29	56	25	81	14	27
29	57	25	81	14	27
29	57	25	81	14	27
29	57	25	81	14	27
29	58	25	81	14	27
29	58	25	81	14	27
29	58	25	81	14	27
29	58	25	81	14	27
29	59	25	81	14	27
29	59	25	81	14	27
29	59	25	81	14	27
29	59	25	81	14	27
29	59	25	81	14	27
29	59	25	81	14	27
29	59	25	81	14	27
29	59	25	81	14	27
29	59	25	81	14	27
29	59	25	81	14	27
29	59	25	81	14	27
29	59	25	81	14	27
29	59	25	81	14	27
29	59	25	81	14	27
29	2	27	81	14	27
30	45	14	84	14	26
30	41	15	84	14	26
30	42	15	84	14	26
30	43	15	84	14	26
30	34	16	84	14	26
30	41	16	84	14	26
30	43	16	84	14	26
30	29	17	84	14	26
30	37	17	84	14	26
30	38	17	84	14	26
30	40	17	84	14	26
30	41	17	84	14	26
30	37	18	84	14	26
30	38	18	84	14	26
30	38	18	84	14	26
30	43	18	84	14	26
30	26	19	84	14	26
30	36	19	84	14	26
30	40	19	84	14	26
30	40	19	84	14	26
30	23	20	84	14	26
30	37	20	84	14	26
30	41	21	84	14	26
30	45	21	84	14	26
30	45	21	84	14	26
30	47	21	84	14	26
30	48	21	84	14	26
30	12	22	84	14	26
30	48	22	84	14	26
30	52	22	84	14	26
30	54	22	84	14	26
30	48	23	84	14	26
30	49	23	84	14	26
30	50	23	84	14	26
30	52	23	84	14	26
30	54	23	84	14	26
30	54	23	84	14	26
30	55	23	84	14	26
30	49	24	84	14	26
30	50	24	84	14	26
30	51	24	84	14	26
30	52	24	84	14	26
30	52	24	84	14	26
30	53	24	84	14	26
30	53	24	84	14	26
30	53	24	84	14	26
30	55	24	84	14	26
30	55	24	84	14	26
30	55	24	84	14	26
30	55	24	84	14	26
30	56	24	84	14	26
30	59	24	84	14	26
30	53	25	84	14	26
30	54	25	84	14	26
30	54	25	84	14	26
30	54	25	84	14	26
30	55	25	84	14	26
30	55	25	84	14	26
30	55	25	84	14	26
30	56	25	84	14	26
30	57	25	84	14	26
30	57	25	84	14	26
30	57	25	84	14	26
30	57	25	84	14	26
30	57	25	84	14	26
30	58	25	84	14	26
30	58	25	84	14	26
30	58	25	84	14	26
30	58	25	84	14	26
30	59	25	84	14	26
30	59	25	84	14	26
30	59	25	84	14	26
30	60	25	84	14	26
30	54	26	84	14	26
30	55	26	84	14	26
30	56	26	84	14	26
30	58	26	84	14	26
30	58	26	84	14	26
30	58	26	84	14	26
30	58	26	84	14	26
30	58	26	84	14	26
30	59	26	84	14	26
30	60	26	84	14	26
30	60	26	84	14	26
30	60	26	84	14	26
30	60	26	84	14	26
30	60	26	84	14	26
30	60	26	84	14	26
30	60	26	84	14	26
30	60	26	84	14	26
30	61	26	84	14	26
30	61	26	84	14	26
30	61	26	84	14	26
30	61	26	84	14	26
30	61	26	84	14	26
30	61	26	84	14	26
30	61	26	84	14	26
30	61	26	84	14	26
30	61	26	84	14	26
30	61	26	84	14	26
31	34	15	87	15	31
31	41	16	87	15	31
31	45	16	87	15	31
31	40	17	87	15	31
31	41	17	87	15	31
31	41	17	87	15	31
31	43	17	87	15	31
31	48	17	87	15	31
31	34	18	87	15	31
31	36	18	87	15	31
31	37	18	87	15	31
31	43	18	87	15	31
31	44	18	87	15	31
31	44	18	87	15	31
31	38	19	87	15	31
31	43	19	87	15	31
31	48	19	87	15	31
31	50	19	87	15	31
31	23	20	87	15	31
31	42	20	87	15	31
31	46	20	87	15	31
31	51	20	87	15	31
31	47	21	87	15	31
31	50	21	87	15	31
31	16	22	87	15	31
31	46	22	87	15	31
31	51	22	87	15	31
31	46	23	87	15	31
31	48	23	87	15	31
31	52	23	87	15	31
31	55	23	87	15	31
31	14	24	87	15	31
31	49	24	87	15	31
31	49	24	87	15	31
31	52	24	87	15	31
31	6	25	87	15	31
31	50	25	87	15	31
31	50	25	87	15	31
31	51	25	87	15	31
31	52	25	87	15	31
31	54	25	87	15	31
31	54	25	87	15	31
31	54	25	87	15	31
31	54	25	87	15	31
31	56	25	87	15	31
31	56	25	87	15	31
31	56	25	87	15	31
31	57	25	87	15	31
31	57	25	87	15	31
31	58	25	87	15	31
31	58	25	87	15	31
31	58	25	87	15	31
31	59	25	87	15	31
31	60	25	87	15	31
31	52	26	87	15	31
31	56	26	87	15	31
31	56	26	87	15	31
31	57	26	87	15	31
31	58	26	87	15	31
31	58	26	87	15	31
31	58	26	87	15	31
31	58	26	87	15	31
31	59	26	87	15	31
31	59	26	87	15	31
31	60	26	87	15	31
31	60	26	87	15	31
31	60	26	87	15	31
31	60	26	87	15	31
31	61	26	87	15	31
31	61	26	87	15	31
31	61	26	87	15	31
31	61	26	87	15	31
31	62	26	87	15	31
31	62	26	87	15	31
31	59	27	87	15	31
31	59	27	87	15	31
31	59	27	87	15	31
31	60	27	87	15	31
31	61	27	87	15	31
31	61	27	87	15	31
31	61	27	87	15	31
31	62	27	87	15	31
31	62	27	87	15	31
31	62	27	87	15	31
31	62	27	87	15	31
31	62	27	87	15	31
31	62	27	87	15	31
31	62	27	87	15	31
31	62	27	87	15	31
31	62	27	87	15	31
31	63	27	87	15	31
31	63	27	87	15	31
31	63	27	87	15	31
31	63	27	87	15	31
31	63	27	87	15	31
31	63	27	87	15	31
31	63	27	87	15	31
31	63	27	87	15	31
31	2	29	87	15	31
31	0	31	87	15	31
32	45	15	90	15	32
32	37	17	90	15	32
32	41	17	90	15	32
32	38	18	90	15	32
32	41	18	90	15	32
32	47	18	90	15	32
32	37	19	90	15	32
32	39	19	90	15	32
32	47	19	90	15	32
32	49	19	90	15	32
32	28	20	90	15	32
32	37	20	90	15	32
32	43	20	90	15	32
32	44	20	90	15	32
32	40	21	90	15	32
32	42	21	90	15	32
32	47	22	90	15	32
32	51	22	90	15	32
32	53	22	90	15	32
32	43	23	90	15	32
32	45	23	90	15	32
32	50	23	90	15	32
32	53	23	90	15	32
32	54	23	90	15	32
32	54	23	90	15	32
32	58	23	90	15	32
32	10	24	90	15	32
32	48	24	90	15	32
32	52	24	90	15	32
32	49	25	90	15	32
32	50	25	90	15	32
32	52	25	90	15	32
32	53	25	90	15	32
32	54	25	90	15	32
32	55	25	90	15	32
32	58	25	90	15	32
32	60	25	90	15	32
32	60	25	90	15	32
32	12	26	90	15	32
32	55	26	90	15	32
32	57	26	90	15	32
32	59	26	90	15	32
32	59	26	90	15	32
32	59	26	90	15	32
32	59	26	90	15	32
32	60	26	90	15	32
32	60	26	90	15	32
32	60	26	90	15	32
32	61	26	90	15	32
32	62	26	90	15	32
32	58	27	90	15	32
32	58	27	90	15	32
32	58	27	90	15	32
32	59	27	90	15	32
32	59	27	90	15	32
32	59	27	90	15	32
32	59	27	90	15	32
32	60	27	90	15	32
32	61	27	90	15	32
32	61	27	90	15	32
32	61	27	90	15	32
32	61	27	90	15	32
32	61	27	90	15	32
32	61	27	90	15	32
32	62	27	90	15	32
32	62	27	90	15	32
32	62	27	90	15	32
32	62	27	90	15	32
32	62	27	90	15	32
32	63	27	90	15	32
32	63	27	90	15	32
32	63	27	90	15	32
32	63	27	90	15	32
32	63	27	90	15	32
32	63	27	90	15	32
32	65	27	90	15	32
32	60	28	90	15	32
32	61	28	90	15	32
32	61	28	90	15	32
32	62	28	90	15	32
32	63	28	90	15	32
32	63	28	90	15	32
32	63	28	90	15	32
32	63	28	90	15	32
32	64	28	90	15	32
32	64	28	90	15	32
32	64	28	90	15	32
32	64	28	90	15	32
32	64	28	90	15	32
32	64	28	90	15	32
32	65	28	90	15	32
32	65	28	90	15	32
32	65	28	90	15	32
32	65	28	90	15	32
32	65	28	90	15	32
32	65	28	90	15	32
32	65	28	90	15	32
32	5	29	90	15	32
32	2	30	90	15	32
32	0	32	90	15	32
33	40	17	93	17	29
33	41	17	93	17	29
33	39	18	93	17	29
33	40	18	93	17	29
33	42	18	93	17	29
33	43	18	93	17	29
33	45	18	93	17	29
33	47	18	93	17	29
33	34	19	93	17	29
33	34	19	93	17	29
33	39	19	93	17	29
33	39	19	93	17	29
33	40	19	93	17	29
33	41	19	93	17	29
33	41	19	93	17	29
33	43	19	93	17	29
33	45	19	93	17	29
33	33	20	93	17	29
33	42	20	93	17	29
33	38	21	93	17	29
33	40	21	93	17	29
33	48	21	93	17	29
33	48	21	93	17	29
33	45	22	93	17	29
33	39	23	93	17	29
33	47	23	93	17	29
33	48	23	93	17	29
33	51	23	93	17	29
33	48	24	93	17	29
33	45	25	93	17	29
33	54	25	93	17	29
33	62	25	93	17	29
33	51	26	93	17	29
33	54	26	93	17	29
33	55	26	93	17	29
33	58	26	93	17	29
33	59	26	93	17	29
33	59	26	93	17	29
33	47	27	93	17	29
33	51	27	93	17	29
33	52	27	93	17	29
33	54	27	93	17	29
33	57	27	93	17	29
33	57	27	93	17	29
33	57	27	93	17	29
33	58	27	93	17	29
